id,name,description,req_desc,ability_req,abil_req_val,skill_req,skill_req_val,feat_cat_req,pow_abil_req,mart_abil_req,pow_prof_req,mart_prof_req,speed_req,feat_lvl,lvl_req,uses_per_rec,rec_period,category,ability,tags,char_feat,state_feat
506,Primal Warrior,"When you use defensive power(s), you may deal 1d4 Acid, Lightning, Fire, or Ice damage to any creature that is effected by that defense (attacks it, is blocked by it, etc). The power(s) cannot already be designed to harm creatures in any way.",,,,,,,,,,,,1,,,,Utility,,"Power,Defensive,Add Element,Training Point Cost",false,false
507,Protective Aura,Other creatures within 2 spaces of you get a bonus to all defenses equal to 1/2 of your Charisma.,,Charisma,2,,,,,,,,,1,,,,Defensive,,"Defense Increase,Ally,",false,false
508,Protective Aura II,Other creatures within 2 spaces of you get a bonus to all defenses equal to your Charisma. You get a bonus equal to your defenses equal to half of your Charisma.,,Charisma,4,,,,,,,,,2,8,,,Defensive,,"Defense Increase,Ally,",false,false
509,Protective Aura III,"You and creatures within 2 spaces of you get a bonus to all defenses equal to your Charisma and cannot be frightened. If a frightened ally enters this range, they lose the frightened condition.",,Charisma,5,,,,,,,,,3,14,,,Defensive,,"Defense Increase,Ally,Frighten Immunity,",false,false
510,Protective Aura IV,"You and creatures within 6 spaces of you get a bonus to all defenses equal to your Charisma and cannot be frightened or charmed. If a frightened or charmed ally enters this range, they lose the condition(s).",,Charisma,5,,,,,,,,,4,18,,,Defensive,,"Defense Increase,Ally,Frighten Immunity,Charm Immunity",false,false
511,Protective Summon,When you summon a companion you may choose to teleport up to 6 spaces and place the summon in the space you left. The creature must be summoned into the space you occupied before using this feat.,,,,,,,,,,,,1,6,,,Summoning,,"Summon,Teleport",true,false
512,Psionic Connection,"As a quick action, you may roll 1d6 and choose a number of creatures equal to the roll that you can see. Each creature chosen can communicate telepathically with you, and you with them, for the next hour as long as you remain within two kilometers of eachother and the creature is willing.",,,,,,,,,,,,1,,3,Partial,Utility,,Telepathy,true,false
513,Psychic Blade,"As a quick action, you may create a one-handed, finesse, thrown weapon (range 6) in an open hand that deals 1d6 psychic damage and lasts for one minute. You are considered proficient with this weapon. Immidiately after the weapon is used in a thrown attack it returns to your hand. When you deal damage to a creature with this weapon, that creature must make a Mental Fortitude roll. On a failure, they gain Exposed 1 for two rounds.",,,,,,,,,,,,1,,,,Offensive,,"Weapon,Psychic Damage,Exposed,Quick Action",false,false
778,Psychic Blade II,"As a quick action, you may create one or two one-handed, finesse, thrown weapon(s) (range 6) in open hand(s) that deal 1d8 psychic damage and last for one minute. If you choose to make two, they each deal only 1d4 psychic damage instead and have the interchangable property. Immidiately after the weapon is used in a thrown attack it returns to your hand. When you deal damage to a creature with this weapon, that creature must make a Mental Fortitude roll. On a failure, they gain Exposed 2 for two rounds. You are considered proficient with these weapons. ",,,,,,,,,,,,2,4,,,Offensive,,"Weapon,Psychic Damage,Exposed,Quick Action",false,false
514,Psychic Link Empowerment,"Once per turn, when one of your Companions hits a creature that is being affected by one of your powers or a condition you afflicted with an attack, the Companion can deal extra psychic damage equal to your level plus your archetype ability.",,,,,,,,,,,,1,,,,Companion,,"Summon,Psychic Damage,",false,false
515,Psychic Retaliation,"When you take damage from an attack, you may use a quick reaction to cause the attacker to roll Mental Fortitude against your Potency and take half of the damage you took from the attack on a failure.",,,,,,,,,,,,1,,1,Full,Defensive,,"Damage Reflection,Psychic Damage,Quick Reaction,",false,false
779,Psychic Retaliation II,"When you take damage from an attack, you may use a free reaction to cause the attacker to roll Mental Fortitude against your Potency and take half of the damage you took from the attack on a failure.",,,,,,,,,,,,2,4,2,Full,Defensive,,"Damage Reflection,Psychic Damage,Quick Reaction,",false,false
780,Psychic Retaliation III,"When you take damage from an attack, you may cause the attacker to roll Mental Fortitude against your Potency and take half of the damage you took from the attack plus your Archetype Bonus on a failure.",,,,,,,,,,,,3,6,3,Full,Defensive,,"Damage Reflection,Psychic Damage,Quick Reaction,",false,false
516,Psychic Shift,"When you use a power that deals damage, you may choose to change that damage type to psychic instead before rolling to attack, targeting Mental Fortitude instead.",,,,,,,,,,,,1,,4,Partial,Offensive,,"Power,Change Damage Type,Psychic Damage,",false,false
517,Psychic Strikes,"Once per turn, when you hit a creature with a martial attack, you may deal an additional 1d4 psychic damage as well.",,,,,,,,,,,,1,5,,,Offensive,,"Martial Attack,Psychic Damage,",false,false
518,Pulling Force State,"When a creature within 6 spaces of you starts its turn, you may choose to spend a quick reaction to roll a Martial or Power attack against its Might, causing it to teleport within 1 space of you on a success.",,,,,,,,,,,,1,,,,Control,,"State,Teleport,Quick Reaction,",false,true
519,Quick Draw,"Sheathing or drawing weapons or shields does not require an interaction, unless you've already interacted with an item that turn in one of these ways.",,,,,,,,,,,,1,,,,Utility,,"Weapon,Shield,Interaction,",false,false
520,Quick Estimate,"When appraising items during an encounter you may choose to gain -5 to the roll, but treat any Success as two Successes higher.",,,,,,,,,,,,1,,,,,,,true,false
521,Quick Phase,"As a quick action, you teleport 6 spaces to a location that you can see.",,,,,,,,,,,,1,,4,Full,Movement,,"Teleport,Quick Action,",false,false
522,Quick Recovery,Reduce the time you require to recover by 25%.,,Vitality,3,,,,,,,,,1,,,,Utility,Vitality,Recovery Time,true,false
523,Quick Stealth,"When you take the Stealth or Hide action, you may do so as a quick action instead. If you are detected during your turn, you may take this action during that turn using a free action instead.",,,,,,,,,,,,1,,,,Utility,,"Stealth,Hide,Quick Action,",false,false
524,Quickened State,"When you enter this state, you can take the movement action as a free action, and while in this state, you can gain +3 Movement Speed.",,,,,,,,,,,6,1,,,,Utility,,"State,Movement,",false,true
525,Quickening Rush,"When you use a feat, power, or technique that heals or buffs any number of allied creatures, you may choose to allow them to immediately move up to half of their movement speed for free.",,,,,,,,,,,,1,,4,Partial,Support,,"Heal,Buff,Movement,Ally",false,false
526,Quivering Palm,"When you hit a target with unarmed prowess, you may cause them to roll Fortitude against your Potency, causing them to gain the dying condition or take 10d10 necrotic damage on a success. This roll can be made immediately or any time in the future when you choose to have this effect activate. You can only have one creature affected this way at a time.",,,,,,,,,,,,1,16,1,Full,Offensive,,"Unarmed Prowess,Necrotic Damage,Dying Condition,",false,false
527,Radiance of Day,"As a basic action, roll a power attack targeting Fortitude for each creature of your choice within 6 spaces. On a success, targets take 1d10 Light or Spiritual damage, and on a failure, they take half. Any magical darkness within 6 spaces is dispelled.",,,,,,,,,,,,1,,1,Partial,Offensive,,"Power Attack,Light Damage,Spiritual Damage,",false,false
528,Radiance of Day II,"As a basic action, roll a power attack targeting Fortitude for each creature of your choice within 6 spaces. On a success, targets take 2d10 Light or Spiritual damage, and on a failure, they take half. Any magical darkness within 6 spaces is dispelled.",,,,,,,,,,,,2,4,2,Partial,Offensive,,"Power Attack,Light Damage,Spiritual Damage,",false,false
529,Radiant Sear,"Whenever a creature enters or starts its turn within 2 spaces of you, it takes light, holy, spiritual, or necrotic damage equal to your Power Attack Bonus.",,,,,,,,,,,,1,,,,Offensive,,"State,Area of Effect,Light Damage,Holy Damage",false,true
530,Rage,"As a quick action, you can enter this state. While in this state, you add +2 to your damage when attacking with Strength (you can take this feat multiple times, increasing by an additional +1 for each level taken). The state ends if you do not attack for a round or if you enter the dying condition. To use this feat you cannot be focusing on or sustaining any powers.",,Strength,2,,,,,,,,,1,,2,Partial,Offensive,,"State,Damage Bonus,",false,true
531,Ranged Aficionado,"When attacking with a ranged weapon, you may spend one additional Action Point to add 3 spaces of range to your attack.",,,,,,,,,,,,1,,,,Offensive,,"Ranged Weapon,Range Increase,Action Point Cost,",false,false
532,Ranged Defense,"When holding a weapon with the ""Block"" property, you can treat physical ranged attack rolls as the same as melee attacks for blocking.",Block Item proficiency,,,,,,,,,,,1,,,,Defensive,,"Block,Ranged Attack,",false,false
533,Ranged Monk,"When making a ranged attack with a monk weapon, you may spend an extra Action Point to add 1dX damage, where X is equal to your Martial Bonus.",Monk Weaponry Feat,,,,,,,,,,,1,,,,Offensive,,"Ranged Attack,Monk Weapon,Action Point Cost,Damage Increase",false,false
534,Ranger,"Choose one type of Environment. When traversing this environment, you have +2 to all checks related to it, such as Navigate, Track, Nature, and so on.",,,,,,,,,,,,1,,,,Utility,,Environment,true,false
535,Rapid Cast,"When you use a power, you may decrease its time to cast by 1 action point to a minimum of a free action.",,,,,,,,,,,,1,,2,Full,Utility,,"Power,Action Point Cost Reduction,Cast Time,",false,false
536,Rapid Recovery,"At the start of your turn, you heal 5 Health.",,,,,,,,,,,,1,,,,Utility,,"State,Heal,",false,true
